Source,FeatureID,Alt name,Constr,Period,Subperiod,BackupID,LocShort,LocLong
B1.P.186a,PI-C0017e,pile C17,opus caementicium,Roman,Phase 2,6dc8ee79ae5979ae3aca69774d05c4a5,"G.III.4; H.III.1","G.III.4; H.III.1"
B1.P.186a,PI-C0016e,pile C16,opus caementicium,Roman,Phase 2,90cb6d5de68cda3adae4e0208b0ff362,"G.III.3,4,7,8","G.III.3; G.III.4; G.III.7; G.III.8"
assumed original width and length about 1.8 m as shown in B2.J.106a,PI-C0023r,pile C16,opus caementicium,Roman,Phase 2,90ad7d2c6360959de7feb5bc947b8e41,"G.III.4,7,8","G.III.4; G.III.7; G.III.8"
B1.P.186a,PI-C0015e,pile C15,opus caementicium,Roman,Phase 2,632f53768e34b485169aff8f051a329a,G.III.7,G.III.7
B1.P.186a,PI-C0014e,pile C14,opus caementicium,Roman,Phase 2,5d5d9d8be501a7fcdfaecec4c60f378d,"G.III.6,10","G.III.6; G.III.10"
B1.P.186a,PI-C0013e,pile C13,opus caementicium,Roman,Phase 2,7db5a06d1b99ab7800f9d37b8ac1c55d,G.III.9,G.III.9
B1.P.186a,PI-C0012e,pile C12,opus caementicium,Roman,Phase 2,8f906fd22ee57fb586ed342f76afc766,"F.III.12,16; G.III.9,13","F.III.12; F.III.16; G.III.9; G.III.13"
B1.P.186a,PI-C0011e,pile C11,opus caementicium,Roman,Phase 2,64c8c08056ee06a305b7b22e9f95ef2a,"F.III.15,16","F.III.15; F.III.16"
B1.J.100b,PI-C0010e,pile C10,opus caementicium,Roman,Phase 2,975680d06724a28993b788022fe5b58a,"F.III.15; F.IV.3","F.III.15; F.IV.3"
B1.J.100b,PI-C0009e,pile C9,opus caementicium,Roman,Phase 2,3354e8b5c8c28079a6a33faf75d23f84,F.IV.2,F.IV.2
B1.J.100b,PI-C0008e,pile C8,opus caementicium,Roman,Phase 2,9e290f68ae4a7e89df8d7022b1618b39,"F.IV.1,2","F.IV.1; F.IV.2"
assumed original width about 1.8 m as shown in B2.J.010a,PI-C0022r,pile C8,opus caementicium,Roman,Phase 2,3d99438bee90c38f7e66f3b541616780,"F.IV.1,5","F.IV.1; F.IV.5"
B1.J.100b (pile continues under neighboring walls),PI-C0007e,pile C7,opus caementicium,Roman,Phase 2,f1f62cac378028f436d5ff6329a29bc7,"E.IV.8; F.IV.1,5","E.IV.8; F.IV.1; F.IV.5"
B1.J.100b,PI-C0006e,pile C6,opus caementicium,Roman,Phase 2,624a4f9a336ac0fe372275c29805ae25,E.IV.8,E.IV.8
B1.J.100b,PI-C0005e,pile C5,opus caementicium,Roman,Phase 2,98cbe30992c18bd34614432e26ea839e,"E.IV.7,11","E.IV.7; E.IV.11"
B1.J.100b,PI-C0004e,pile C4,opus caementicium,Roman,Phase 2,e79e30bf58d6dde908acf0e57a8eb30f,"E.IV.10,11","E.IV.10; E.IV.11"
B1.J.100b,PI-C0003e,pile C3,opus caementicium,Roman,Phase 2,6636520bf17ca54110108ce2ef95f3c7,"E.IV.9,10,14","E.IV.9; E.IV.10; E.IV.14"
B1.J.100b,PI-C0002e,pile C2,opus caementicium,Roman,Phase 2,caee0acf5f0a3a77a6e347f0719af43c,E.IV.13,E.IV.13
B1.P.144a,PI-C0001e,pile C2,opus caementicium,Roman,Phase 2,856463eec3969169077ba344e9e7550b,"D.IV.16; D.V.4","D.IV.16; D.V.4"
B1.J.100b,PI-B0001e,pile B1,stone rubble and mortar,Roman,"Phase 1, Phase 2",a277e31c3e4a1c53d082de3f9f61ed4b,"E.IV.1,2","E.IV.1; E.IV.2"
B1.J.100b,PI-B0002e,pile B2,stone rubble and mortar,Roman,"Phase 1, Phase 2",7c8f408e11d3567e60cd3c2b21acd092,"E.III.14; E.IV.2","E.III.14; E.IV.2"
B1.J.100b,PI-B0003e,pile B3,stone rubble and mortar,Roman,"Phase 1, Phase 2",18185b8084fb1ffbb867182375f277e5,E.III.15,E.III.15
B1.J.100b,PI-B0004e,pile B4,stone rubble and mortar,Roman,"Phase 1, Phase 2",2cca367e776ab4c385eeac1183af42c2,"E.III.15,16","E.III.15; E.III.16"
B1.J.100b,PI-B0005e,pile B5,stone rubble and mortar,Roman,"Phase 1, Phase 2",f71fef2fb74c9ddd643c06146494a87a,"E.III.12,16","E.III.12; E.III.16"
B1.P.186a,PI-B0006e,pile B6,stone rubble and mortar,Roman,"Phase 1, Phase 2",11677bbac3de81f6a2dc5f9d5b8c4b7e,F.III.9,F.III.9
B1.P.186a,PI-B0007e,pile B7,stone rubble and mortar,Roman,"Phase 1, Phase 2",c90f2df434d672bcab886d439a583133,"F.III.6,10","F.III.6; F.III.10"
B1.P.186a,PI-B0008e,pile B8,stone rubble and mortar,Roman,"Phase 1, Phase 2",557d825fabe62bcf5a02b7aa6d14cbf3,"F.III.6,7","F.III.6; F.III.7"
B1.P.186a,PI-B0009e,pile B9,stone rubble and mortar,Roman,"Phase 1, Phase 2",b3867000c03e8728274331fa8d3ab039,"F.III.3,4,7,8","F.III.3; F.III.4; F.III.7; F.III.8"
B1.P.186a,PI-B0010e,pile B10,stone rubble and mortar,Roman,"Phase 1, Phase 2",4aa6e1d815e31d364edc48e6228e9261,F.III.4,F.III.4
B1.P.186a,PI-B0011e,pile B11,stone rubble and mortar,Roman,"Phase 1, Phase 2",e06cfac8eee843f3e35014c151fb1ea7,"F.III.4; G.III.1","F.III.4; G.III.1"
B1.P.186a,PI-B0012r,pile B12,stone rubble and mortar,Roman,"Phase 1, Phase 2",306f44b2104d42afe1eb75ac30a5df34,"G.II.13,14; G.III.1,2","G.II.13; G.II.14; G.III.1; G.III.2"
B1.P.186a,PI-B0013e,pile B13,stone rubble and mortar,Roman,"Phase 1, Phase 2",0ed4a73d88d5046b51586a54b9566915,"G.II.14,15","G.II.14; G.II.15"
B2.J.010a,PI-B0014e,pile B14,stone rubble and mortar,Roman,"Phase 1, Phase 2",b1ad0b32c864e1163a0b48f6658418b8,"G.II.11,15","G.II.11; G.II.15"
B2.J.106a,PI-B0015e,pile B15,stone rubble and mortar,Roman,"Phase 1, Phase 2",a42b30b278d352f5c52a989277c4a803,G.II.12,G.II.12
B2.J.010a,PI-B0017e,,stone rubble and mortar,Roman,"Phase 1, Phase 2",1a471a2584e0cb16841c56701de98450,"H.II.5,6","H.II.5; H.II.6"
B2.J.010a,PI-B0018e,,stone rubble and mortar,Roman,"Phase 1, Phase 2",62ad5507004e1ef54ff843060c052d28,"H.II.2,3,6,7","H.II.2; H.II.3; H.II.6; H.II.7"
B2.J.010a,PI-C0020e,pile C20,opus caementicium,Roman,Phase 2,63e4400dd29ef8e698375d357db7357e,"H.II.14,15","H.II.14; H.II.15"
B2.J.010a,PI-C0021e,pile C21,opus caementicium,Roman,Phase 2,d439ee51adeaf199fcb94d7d28e4c275,"H.II.11,12,15,16","H.II.11; H.II.12; H.II.15; H.II.16"
B2.J.147,MU-SK0004e,wall K,opus caementicium,Roman,Phase 2,97ce69d88af4aa1f3025ea2fb54e2fb4,"G.V.6,7,10,11","G.V.6; G.V.7; G.V.10; G.V.11"
B2.J.147,MU-SK0003e,wall K,opus caementicium,Roman,Phase 2,de2505977a8e4a107e714311efcf3b33,"G.V.9,10","G.V.9; G.V.10"
B1.J.100b,MU-SK0002e,wall K,opus caementicium,Roman,Phase 2,a1b2d64f9eceb47ca1b5d18cfce73259,"F.V.16; G.V.13","F.V.16; G.V.13"
B1.J.100b,MU-SK0001e,wall K,opus caementicium,Roman,Phase 2,7b89aeacd7fb662422d0a5479542bf7a,F.V.16,F.V.16
B2.J.010a,MU-SK0009r,wall K,opus caementicium,Roman,Phase 2,b378057c71e4b44dc29946559822fcbc,F.V.16,F.V.16
B2.J.010a,MU-SK0010r,wall K,opus caementicium,Roman,Phase 2,305cbfb0696c274646a0e7e41560733b,"F.V.16; G.V.13","F.V.16; G.V.13"
B2.J.010a,MU-SK0011r,wall K,opus caementicium,Roman,Phase 2,b75d77b9d6c5dce2065340d3738a4667,"G.V.9,13","G.V.9; G.V.13"
B2.J.010a,MU-SK0012r,wall K,opus caementicium,Roman,Phase 2,ab6495762cd3d41ea9869f3999aabd7d,"G.V.9,10","G.V.9; G.V.10"
B2.J.010a,MU-SK0013r,wall K,opus caementicium,Roman,Phase 2,c1c5eada1bf7fefaa022f38054a2d470,"G.V.6,10,11","G.V.6; G.V.10; G.V.11"
"B1.P.186a, B2.J.010a (assumed W side location following D1990.K.151; assumed N side flush with AX-004; assumed S side flush with AX-005",MU-SG0004h,wall G,,Roman,"Phase 1, Phase 2",15d8a745390acbdfc005af99ac868f92,"D.V.16; D.VI.3,4,7; E.V.10,13,14; E.VI.1","D.V.16; D.VI.3; D.VI.4; D.VI.7; E.V.10; E.V.13; E.V.14; E.VI.1"
"B1.P.186a, B2.J.010a (assumed S side flush with AX-012)",MU-SF0006r,wall F,,Roman,Phase 2,dac2625436dad2457efaf435262d3028,"E.V.7,8,11; F.IV.12,14,15,16; F.V.1,2,3,5; G.IV.3,4,6,7,8,9,10","E.V.7; E.V.8; E.V.11; F.IV.12; F.IV.14; F.IV.15; F.IV.16; F.V.1; F.V.2; F.V.3; F.V.5; G.IV.3; G.IV.4; G.IV.6; G.IV.7; G.IV.8; G.IV.9; G.IV.10"
B1.P.123,MU-SC0001e,wall C,,Roman,Phase 2,a7bdab2195b6aa0255fa9a6c8d243448,"E.IV.8; F.IV.5","E.IV.8; F.IV.5"
assumed to extend to PI-C0006e based on Lapeyre 1934: pl. 2,MU-SC0002r,wall C,,Roman,Phase 2,4f738389430d69003198535a7f37c3cd,"D.IV.16; E.IV.7,8,9,10,11,12,13,14","D.IV.16; E.IV.7; E.IV.8; E.IV.9; E.IV.10; E.IV.11; E.IV.12; E.IV.13; E.IV.14"
assumed to extend to PI-C0016e based on B1.P.098 (reproduction of Lapeyre 1934: pl. II),MU-SC0003r,wall C,,Roman,Phase 2,1dfb6907ba0399ed63716d25379efaa0,"F.III.12,15,16; F.IV.1,2,3,5; G.III.3,4,6,7,8,9,10,13","F.III.12; F.III.15; F.III.16; F.IV.1; F.IV.2; F.IV.3; F.IV.5; G.III.3; G.III.4; G.III.6; G.III.7; G.III.8; G.III.9; G.III.10; G.III.13"
D1990.K.148,MU-SK0006e,wall K,opus caementicium,Roman,Phase 2,fc2afc91b209e1ab03c81f82c09b1907,"G.V.4,8; H.V.1,5","G.V.4; G.V.8; H.V.1; H.V.5"
D1990.K.148,MU-SK0014r,wall K,opus caementicium,Roman,Phase 2,04bf007344e3b7555ad83377844cf199,"G.V.4,7,8","G.V.4; G.V.7; G.V.8"
D1990.K.148,MU-SK0007e,wall K,opus caementicium,Roman,Phase 2,af0a9c36d8264a34608f8657196315fc,"H.IV.14,15; H.V.1,2,3,5","H.IV.14; H.IV.15; H.V.1; H.V.2; H.V.3; H.V.5"
D1990.K.148,MU-SK0015r,wall K,opus caementicium,Roman,Phase 2,b26094106488830f612bc9f62faa23b4,"G.V.4; H.V.1","G.V.4; H.V.1"
"B1.P.186a (W side), D1990.K.148 (E side)",MU-SH0001e,wall H,rubble linked with earth,Roman,"Phase 1, Phase 2",e19978939653b85b8f5b9cdc3cc42e23,"H.IV.7,8,11,12,15,16; I.IV.5,9","H.IV.7; H.IV.8; H.IV.11; H.IV.12; H.IV.15; H.IV.16; I.IV.5; I.IV.9"
B2.J.151-1,MU-SH0004r,wall H,rubble linked with earth,Roman,"Phase 1, Phase 2",df2cb0a79a957ad5e9c5a2be5286da43,"H.IV.12,16; I.IV.9,13","H.IV.12; H.IV.16; I.IV.9; I.IV.13"
B1.P.227 (for construction see Deneauve 1990: 157),MU-SX0012e,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",b8740fe50b8a35527f9bbc52cbcfae6d,"H.IV.10,11,14,15","H.IV.10; H.IV.11; H.IV.14; H.IV.15"
B1.P.227 (for construction see Deneauve 1990: 157),MU-SX0011e,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",b34e1469dc593b2050b2ce5c0df4153a,"H.IV.9,13,14","H.IV.9; H.IV.13; H.IV.14"
B1.P.227 (for construction see Deneauve 1990: 157),MU-SX0010e,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",6d8e0f2b6882c25468417e8d447827df,H.IV.13,H.IV.13
B1.P.227 (assumed that the foundation trench found here was once contained wall continuous with MU-SX0013r and MU-SX0015r),MU-SX0014r,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",5d73d0f5feb2c9f999f200c30d4d403f,"F.V.8,12; G.V.5,9","F.V.8; F.V.12; G.V.5; G.V.9"
D1990.K.148,MU-SH0003r,wall H,,Roman,"Phase 1, Phase 2",baf9bc67bb07d67b44b43c12dc06da3c,"H.IV.7,10,11,12","H.IV.7; H.IV.10; H.IV.11; H.IV.12"
D1990.K.148,MU-SX0015r,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",500dfbfd6f99f83eb69a88b5b06946c6,"F.V.8; G.IV.15,16; G.V.2,3,4,5,6,7,9; H.IV.9,10,13,14; H.V.1","F.V.8; G.IV.15; G.IV.16; G.V.2; G.V.3; G.V.4; G.V.5; G.V.6; G.V.7; G.V.9; H.IV.9; H.IV.10; H.IV.13; H.IV.14; H.V.1"
B1.J.100b,CI-0001e,,,Roman,"Phase 1, Phase 2",a8212e92e7cbdbd75e100c77934de15c,"F.VI.1,2,5,6","F.VI.1; F.VI.2; F.VI.5; F.VI.6"
"assumed central axis along AX-014; assumed length 20.6 m following D1990.K.151",CI-0002r,,,Roman,"Phase 1, Phase 2",cc6c1dea8522076008d3a495bd463c55,"F.VI.2,3,5,6,7,10,11,12,14,15,16","F.VI.2; F.VI.3; F.VI.5; F.VI.6; F.VI.7; F.VI.10; F.VI.11; F.VI.12; F.VI.14; F.VI.15; F.VI.16"
D1990.K.148,MU-SH0002e,wall H,,Roman,"Phase 1, Phase 2",c8b1c3c6808341df7740300bfa850388,"I.IV.9,13","I.IV.9; I.IV.13"
D1990.K.151 (assumed symmetrical about AX-016),MU-SH0005r,wall H,rubble linked with earth,Roman,"Phase 1, Phase 2",2e6b858648bf3e9d808fbdecc89c5cd7,"H.V.8; I.IV.13,14; I.V.1,2,3,5,6,7,9,10","H.V.8; I.IV.13; I.IV.14; I.V.1; I.V.2; I.V.3; I.V.5; I.V.6; I.V.7; I.V.9; I.V.10"
"assumed analagous to MU-SK0001e through MU-SK0016r, symmetrical about AX-016, as shown in D1990.K.151; assumed W side abutting MU-SX0013r",MU-SX0018r,,opus caementicium,Roman,Phase 2,d3439add0fd418f8158f14b62ebc4fa3,"G.V.16; G.VI.2,3,4,5,6,7; H.V.7,8,10,11,12,13,14","G.V.16; G.VI.2; G.VI.3; G.VI.4; G.VI.5; G.VI.6; G.VI.7; H.V.7; H.V.8; H.V.10; H.V.11; H.V.12; H.V.13; H.V.14"
B2.J.010a,MU-SK0016r,wall K,opus caementicium,Roman,Phase 2,fc94386914a4fa471235ab4a62c86b24,"H.V.1,2","H.V.1; H.V.2"
B2.J.010a (assumed W side abutting MU-SX0013r),MU-SK0008r,wall K,opus caementicium,Roman,Phase 2,eaf098ec425fca32f772f4fb90d9bc90,F.V.16,F.V.16
"D1990.K.148 (assumed W side flush with AX-015, following D1990.K.151; assumed symmetrical about AX-016, following D1990.K.151; assumed W side width of 3.28 m; for construction see Deneauve 1990: 157)",MU-SX0013r,,large blocks (El Haouaria) linked with dovetail seals,Roman,"Phase 1, Phase 2",784a53aa78ad8710c94ec39be15b1330,"F.V.10,11,12,15,16; F.VI.3,4,8,12; G.VI.4,5,6,7,8,9,10,11,13,14; H.IV.14,15,16; H.V.3,4,7,8,11,12,13,14,15,16; H.VI.1,2,3,5; I.V.5,9,13","F.V.10; F.V.11; F.V.12; F.V.15; F.V.16; F.VI.3; F.VI.4; F.VI.8; F.VI.12; G.VI.4; G.VI.5; G.VI.6; G.VI.7; G.VI.8; G.VI.9; G.VI.10; G.VI.11; G.VI.13; G.VI.14; H.IV.14; H.IV.15; H.IV.16; H.V.3; H.V.4; H.V.7; H.V.8; H.V.11; H.V.12; H.V.13; H.V.14; H.V.15; H."
GD1980.P.320,MU-AS0016r,,"rubble joined with lime, lined with opus reticulatum",Roman,Phase 1,bdec0976376104ed346c52904aa1ff01,"C.IV.11,12,15,16","C.IV.11; C.IV.12; C.IV.15; C.IV.16"
GD1980.P.320,MU-AS0019r,,"rubble joined with lime, lined with opus reticulatum",Roman,"Phase 1, Phase 2",77d55d88365bd0b39f0e940389f83913,"C.IV.6,7,10,11,12","C.IV.6; C.IV.7; C.IV.10; C.IV.11; C.IV.12"
GD1980.P.320,MU-AS0017r,,"rubble joined with lime, lined with opus reticulatum",Roman,"Phase 1, Phase 2",86de498672a5ca8990866f31df451c2b,C.IV.11,C.IV.11
GD1980.P.320,MU-AS0014r,,"rubble joined with lime, lined with opus reticulatum",Roman,"Phase 1, Phase 2",b0bcf5cd92956a245f72a21626ec11d4,"C.V.4,8; D.V.1,5","C.V.4; C.V.8; D.V.1; D.V.5"
B1.J.100b,MU-AR0003e,,opus quadratum,Roman,"Phase 1, Phase 2",cd0bbe2b5819ff8f6f15ffc51d03cc3d,E.III.4,E.III.4
B1.J.100b,MU-AR0004e,,opus quadratum,Roman,"Phase 1, Phase 2",3f23370a7a2c1d070dae9b9b7bdc515e,F.III.1,F.III.1
B1.J.100b,MU-AR0002e,,opus quadratum,Roman,"Phase 1, Phase 2",5a96258ce7f882c66b309b51c70286d2,"E.III.6,7","E.III.6; E.III.7"
B1.P.186a,MU-IC0059e,,,Punic,,65145e5741eb7af397fb07c57b8c20f1,"H.IV.9,10","H.IV.9; H.IV.10"
"B2.J.060a (southward spur on the east side), B2.J.078a-1 (everything else)",MU-IC0054r,,,Punic,,d6f4c2b5b345f7409988412b15b25b15,"H.IV.10,11,15","H.IV.10; H.IV.11; H.IV.15"
B2.J.078a-1,MU-IC0055e,,,Punic,,a6a49c30f02104fd8f24f8aee135cffb,H.IV.15,H.IV.15
B2.J.078a-1,MU-IC0056r,,,Punic,,a3c5dc9e49b879ecee18323d0b50d0c6,"H.IV.11,12,15,16","H.IV.11; H.IV.12; H.IV.15; H.IV.16"
B2.J.078a-1,MU-IC0057e,,,Punic,,12cb6d776d10e662122189f4c820730d,"H.IV.11,12,15","H.IV.11; H.IV.12; H.IV.15"
B2.J.078a-1,MU-IC0058r,,,Punic,,d7b34ff54c7c574b17bf64b200d6e218,H.IV.12,H.IV.12
B2.J.060a,MU-IC0062e,,,Punic,,fe0c527cdd09ec8eba7c47eb91025e32,"H.IV.7,10,11","H.IV.7; H.IV.10; H.IV.11"
B2.J.060a,MU-IC0063r,,,Punic,,64b1bfd00bb1661df3c09b790ada3e73,"H.IV.7,11","H.IV.7; H.IV.11"
B2.J.060a,MU-IC0053e,,,Punic,,0e7400e57d202be6dc9ccc41bfc2b4ec,H.IV.11,H.IV.11
B2.J.060a,MU-IC0052r,,,Punic,,422ada1022fb7bfd244372c67a70d228,"H.IV.7,8,11","H.IV.7; H.IV.8; H.IV.11"
B2.J.060a,MU-IC0050e,,,Punic,,a4307974100f8e3d4cbb3b6f53d66678,"H.III.15,16; H.IV.3,4","H.III.15; H.III.16; H.IV.3; H.IV.4"
B2.J.060a,MU-IC0048e,,,Punic,,2b469f98a87b8158ced72c126877ad1b,H.III.15,H.III.15
B2.J.060a,MU-IC0049r,,,Punic,,3b7d7c633c0e67cedae61f081377cf29,"H.III.15,16; H.IV.3","H.III.15; H.III.16; H.IV.3"
B2.J.060a,MU-IC0071r,,,Punic,,059d058a6da20aa8d639bc821c0d6d2d,H.III.15,H.III.15
B2.J.060a,MU-IC0070e,,,Punic,,fe01f592d6d11b5116f52cd5680875f2,"H.III.15; H.IV.3,7","H.III.15; H.IV.3; H.IV.7"
B2.J.060a,MU-IC0067e,,,Punic,,379dd54bf490cf9ad940e8a63eaa3fb8,H.IV.7,H.IV.7
B2.J.060a,MU-IC0068r,,,Punic,,73a23c7e8711748154667b4b85b32f0c,"H.IV.3,7","H.IV.3; H.IV.7"
B2.J.060a,MU-IC0069e,,,Punic,,9a66a45334a83a3323ea510549fcb298,"H.IV.3,7","H.IV.3; H.IV.7"
B2.J.060a,MU-IC0065r,,,Punic,,309fa9298642366b4ef0ced0cc8c0e78,H.IV.7,H.IV.7
B2.J.060a,MU-IC0036r,,,Punic,,dff3e280fc8beaba583066bead5ebbb6,"H.III.14,15; H.IV.2","H.III.14; H.III.15; H.IV.2"
B2.J.060a,MU-IC0047r,,,Punic,,d8c11e96439dc44c380e9a80bab22983,H.III.15,H.III.15
B2.J.060a,MU-IC0046e,,,Punic,,6a96efbd054c697668a7f17fdc343676,"H.III.15; H.IV.2,3","H.III.15; H.IV.2; H.IV.3"
B2.J.060a,MU-IC0045r,,,Punic,,7dd86c991c84eeb1502dfa2c92a8d8dc,H.IV.2,H.IV.2
B2.J.060a,MU-IC0038r,,,Punic,,f703a831cecfa6c72770a8dd102c3ce5,H.IV.2,H.IV.2
B2.J.060a,MU-IC0037e,,,Punic,,c3d9d0960716ab96b63d0702d067cd10,H.IV.2,H.IV.2
B2.J.078a-1,MU-IC0066r,,,Punic,,b7e44a56359073ddf0443863b61d70a6,H.IV.7,H.IV.7
B2.J.060a,MU-IC0051e,,,Punic,,0926109bd4176749448a3cfb160c6029,"H.IV.3,4,7,8","H.IV.3; H.IV.4; H.IV.7; H.IV.8"
B2.J.060a,MU-IC0060r,,,Punic,,aa058aed035abc7048fc7529acc7fb68,H.IV.10,H.IV.10
B2.J.060a,MU-IC0039e,,,Punic,,973722960b5638f0aea5bc1f2c91abbb,"H.IV.2,5,6,9,10","H.IV.2; H.IV.5; H.IV.6; H.IV.9; H.IV.10"
"B2.J.218, B1.P.186a",MU-IC0040e,,,Punic,,ef88b274ea82a58de5424c96ceff0076,"G.IV.8; H.IV.5,9","G.IV.8; H.IV.5; H.IV.9"
B1.P.186a,MU-IC0043e,,,Punic,,43303a3da263b15398f60b90482acbd9,H.IV.5,H.IV.5
B2.J.078a-1,MU-IC0044e,,,Punic,,d0c8f4089c3c10648dfb519096b9f29b,H.IV.5,H.IV.5
B2.J.218,MU-IC0041r,,,Punic,,8ad5d6c7a68e30116e35619b2b81cc33,G.IV.8,G.IV.8
B2.J.218,MU-IC0042r,,,Punic,,2a014ec9a30f8689bb5376f32c9e2f5d,"G.IV.7,8","G.IV.7; G.IV.8"
B2.J.218,MU-IC0009e,,,Punic,,80241915542990db7f3559ce15212fa4,"G.IV.3,4,7","G.IV.3; G.IV.4; G.IV.7"
B2.J.218,MU-IC0011r,,,Punic,,f55c1b61b161e26ceeca0b6fe8ee0029,G.IV.7,G.IV.7
B2.J.218,MU-IC0012e,,,Punic,,f120b668afb9afd2914b950b34ff81e3,"G.IV.2,3,6,7","G.IV.2; G.IV.3; G.IV.6; G.IV.7"
B2.J.078a-1,MU-IC0013r,,,Punic,,10ca1db6d872700f4ad151f12d501cc9,"G.IV.1,2,6","G.IV.1; G.IV.2; G.IV.6"
B2.J.218,MU-IC0015e,,,Punic,,913c66e19a878845a17f585f2f608b95,"G.III.14; G.IV.2","G.III.14; G.IV.2"
B2.J.218,MU-IC0014e,,,Punic,,999f03616d5e799b7e85f1038a781a3a,"G.III.14; G.IV.2,3","G.III.14; G.IV.2; G.IV.3"
B2.J.060a,MU-IC0061e,,,Punic,,3f95ae1449521a41acb405040747587a,"H.IV.6,7,10","H.IV.6; H.IV.7; H.IV.10"
GD1980.P.320,MU-SO0001e,wall O,opus caementicium,Roman,Phase 2,57de3e4e7d462df4070a39d6f385b7ed,"C.IV.14; C.V.2,6,7,10,11","C.IV.14; C.V.2; C.V.6; C.V.7; C.V.10; C.V.11"
GD1980.P.320,MU-SS0001e,wall S,opus caementicium,Roman,Phase 2,c859918192e1e676abac59b0c15c9028,"C.IV.11,12,14,15,16; C.V.2,3","C.IV.11; C.IV.12; C.IV.14; C.IV.15; C.IV.16; C.V.2; C.V.3"
"D1990.K.151 (assumed to be located two thirds of the way between PI-E0006e and PI-E0012r; assumed length and width about 1.8 m)",PI-E0020r,,stones bound with clay,Roman,"Phase 1, Phase 2",c3ffe7fa2efd564295ad82f36c856293,"F.IV.8,12","F.IV.8; F.IV.12"
"D1990.K.151 (assumed to be located one third of the way between PI-E0006e and PI-E0012r; assumed length and width about 1.8 m)",PI-E0021r,,stones bound with clay,Roman,"Phase 1, Phase 2",ff73c1958a1c13df403b7495ac7c5712,G.IV.5,G.IV.5
"D1990.K.151 (assumed to be located halfway between PI-E0012r and PI-E0009r; assumed length and width about 1.8 m)",PI-E0018r,,stones bound with clay,Roman,"Phase 1, Phase 2",a33ac68ff7c111ae37a511ab267e8dbf,"F.IV.10,14","F.IV.10; F.IV.14"
"D1990.K.151 (assumed to be located one third of the way between PI-E0009e and PI-E0007e; assumed length and width about 1.8 m)",PI-E0016r,,stones bound with clay,Roman,"Phase 1, Phase 2",d6d3fe8f9c9f26560685e84ae8e66da8,"E.V.4; F.V.1","E.V.4; F.V.1"
"D1990.K.151 (assumed to be located two thirds of the way between PI-E0009e and PI-E0007e; assumed length and width about 1.8 m)",PI-E0015r,,stones bound with clay,Roman,"Phase 1, Phase 2",5838afc21bd54f6516a0124ad9c28533,"E.V.3,4,7","E.V.3; E.V.4; E.V.7"
"D1990.K.151 (assumed location on W end of AX-017; assumed length and width about 1.8 m)",PI-E0010h,,stones bound with clay,Roman,"Phase 1, Phase 2",5dc77753451efcc4545070712b6cc5d6,D.V.15,D.V.15
"D1990.K.151 (assumed location on the quarters between PI-E0007e and PI-E0010h; assumed length and width about 1.8 m)",PI-E0011h,,stones bound with clay,Roman,"Phase 1, Phase 2",edfa6678ec0f5c147accfb83c34cc44f,"D.V.12,16","D.V.12; D.V.16"
"D1990.K.151 (assumed location on the quarters between PI-E0007e and PI-E0010h; assumed length and width about 1.8 m)",PI-E0013h,,stones bound with clay,Roman,"Phase 1, Phase 2",6250cf326a58e334b1d4694e8c2ff6de,"E.V.5,6,9,10","E.V.5; E.V.6; E.V.9; E.V.10"
B2.J.094,MU-ID0002e,wall c of block D,,Punic,,1d5cdd859a702e2d44dc4ce85103505e,"G.II.9,10,13,14","G.II.9; G.II.10; G.II.13; G.II.14"
B2.J.094,MU-ID0006e,wall b of block D,,Punic,,ccf727c2451d3de507a10402ce6354fa,"F.II.16; G.II.9,13","F.II.16; G.II.9; G.II.13"
B2.J.094,MU-ID0004e,wall a of block D,,Punic,,faf3f6dd1c479dde8141bbed305c5e88,"F.II.12,16; G.II.13,14; G.III.1,2","F.II.12; F.II.16; G.II.13; G.II.14; G.III.1; G.III.2"
B2.J.094,MU-ID0001r,,,Punic,,55106f742a6b0da2a70fcdd700b88110,"F.II.12,16; G.II.9","F.II.12; F.II.16; G.II.9"
B2.J.094,MU-ID0005r,,,Punic,,b8debb0b5f155b3d23e70cc2699c8f74,F.II.16,F.II.16
B2.J.094,MU-ID0003r,,,Punic,,299caa670468e1b7675893ab358e4e74,"G.II.10,14","G.II.10; G.II.14"
B2.J.106a,MU-IE0001e,wall a of block E,,Punic,,dc381198a6581c8e586dffb9f4e9e2b9,"G.II.8,12; H.II.5","G.II.8; G.II.12; H.II.5"
B2.J.106a,MU-IE0002e,wall o of block E,,Punic,,d238b6a0ec9108ca58a5b049ee08cc45,"G.II.8; H.II.5,9","G.II.8; H.II.5; H.II.9"
B2.J.106a,MU-IE0003r,wall a of block E,,Punic,,8b6e3b2b83f8f814f72712e5124bd955,"H.II.5,9","H.II.5; H.II.9"
B2.J.106a,MU-IE0022r,wall a of block E,,Punic,,23cf60070255965141896640f5b1e5bd,G.II.12,G.II.12
